               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.066468,             0.04725,           0.0088301,             0.78206,             0.60646,             0.66582,             0.40467,            0.063845,            0.055657,           0.0096062,            0.008713,            0.008713,            0.008713
                  15,             0.06611,            0.047054,           0.0087047,             0.79806,             0.61078,             0.67033,             0.41007,             0.06315,            0.055454,           0.0093525,            0.008614,            0.008614,            0.008614
                  16,             0.06521,            0.046785,           0.0085558,              0.7778,             0.61612,             0.67363,             0.41082,            0.063057,            0.055613,           0.0094119,            0.008515,            0.008515,            0.008515
                  17,            0.065013,            0.046606,           0.0084583,              0.8012,             0.62595,             0.68147,             0.42118,            0.062602,            0.055485,           0.0092711,            0.008416,            0.008416,            0.008416
                  18,            0.064643,            0.046148,           0.0084042,             0.80323,             0.62448,             0.68389,             0.42532,            0.062205,            0.054992,           0.0091777,            0.008317,            0.008317,            0.008317
                  19,            0.064746,            0.046288,           0.0083487,             0.81158,             0.62589,             0.68706,             0.42311,            0.062371,            0.055171,           0.0090089,            0.008218,            0.008218,            0.008218
                  20,            0.063947,            0.046097,            0.008246,              0.8132,              0.6279,             0.68815,             0.42533,            0.062352,            0.055015,           0.0090338,            0.008119,            0.008119,            0.008119
                  21,            0.063887,            0.045859,            0.008184,             0.81147,             0.62424,             0.68899,             0.42681,             0.06205,            0.055181,           0.0089732,             0.00802,             0.00802,             0.00802
                  22,            0.063462,            0.045578,           0.0081064,             0.79369,             0.62766,             0.68054,             0.42145,            0.061842,            0.054431,           0.0089943,            0.007921,            0.007921,            0.007921
                  23,            0.063746,            0.045926,           0.0081153,              0.8073,             0.63169,             0.69406,             0.43415,            0.061775,            0.054857,           0.0088413,            0.007822,            0.007822,            0.007822
                  24,            0.063345,            0.045732,           0.0080355,             0.81645,             0.63161,             0.69612,              0.4348,            0.061716,            0.054593,            0.008829,            0.007723,            0.007723,            0.007723
                  25,            0.062862,            0.044779,           0.0079374,             0.79766,             0.63347,              0.6935,             0.43257,            0.061494,            0.054255,           0.0087775,            0.007624,            0.007624,            0.007624
                  26,            0.062849,            0.045139,            0.007937,             0.80705,             0.64465,             0.70049,             0.43871,            0.061429,             0.05434,           0.0087026,            0.007525,            0.007525,            0.007525
                  27,            0.062911,            0.045017,           0.0080172,             0.81562,             0.63003,             0.69959,             0.43844,            0.061377,            0.054618,           0.0087511,            0.007426,            0.007426,            0.007426
                  28,            0.062408,            0.044971,           0.0078635,             0.81348,             0.64062,             0.69744,             0.44081,             0.06118,            0.053562,           0.0087994,            0.007327,            0.007327,            0.007327
                  29,            0.062411,             0.04514,           0.0078488,              0.8124,             0.63494,              0.6939,             0.43901,            0.061023,             0.05358,            0.008631,            0.007228,            0.007228,            0.007228
                  30,             0.06212,            0.044512,           0.0078334,             0.80043,             0.64414,              0.6986,             0.44088,            0.061046,               0.054,           0.0086242,            0.007129,            0.007129,            0.007129
                  31,            0.061969,            0.044639,           0.0077937,             0.80405,             0.64589,             0.70245,             0.44438,            0.060718,            0.053709,           0.0084572,             0.00703,             0.00703,             0.00703
                  32,            0.061894,            0.044257,           0.0077129,             0.79874,             0.64614,             0.69887,             0.44301,            0.060623,            0.053758,           0.0085197,            0.006931,            0.006931,            0.006931
                  33,            0.061654,            0.044208,           0.0076801,             0.80395,             0.65505,             0.70607,              0.4448,            0.060665,            0.053681,           0.0085237,            0.006832,            0.006832,            0.006832
                  34,            0.061468,            0.044389,           0.0076578,             0.82249,             0.63858,             0.69815,              0.4439,            0.060669,            0.053783,           0.0084821,            0.006733,            0.006733,            0.006733
                  35,            0.061612,            0.044743,           0.0077079,             0.83046,             0.64293,             0.70972,             0.44972,            0.060381,            0.053324,           0.0084284,            0.006634,            0.006634,            0.006634
                  36,            0.061616,            0.044843,           0.0077039,              0.8178,             0.64825,             0.70681,             0.45046,            0.060408,            0.053674,            0.008432,            0.006535,            0.006535,            0.006535
                  37,            0.061188,            0.043794,           0.0075493,              0.8105,             0.64852,             0.70689,             0.44985,            0.060288,            0.053636,           0.0084065,            0.006436,            0.006436,            0.006436
                  38,            0.061033,            0.043913,           0.0074863,             0.82231,             0.65053,             0.71028,             0.45329,            0.060261,            0.053415,           0.0084388,            0.006337,            0.006337,            0.006337
                  39,            0.060999,            0.043763,           0.0075052,             0.81467,             0.65171,             0.71162,             0.45434,            0.060104,            0.053164,            0.008297,            0.006238,            0.006238,            0.006238
                  40,            0.061003,            0.044126,           0.0075345,             0.81276,             0.65276,             0.71456,             0.45532,            0.060175,            0.053351,           0.0083835,            0.006139,            0.006139,            0.006139
                  41,            0.060906,            0.044387,           0.0074852,             0.82223,             0.65087,             0.71229,             0.45577,            0.059878,            0.053058,           0.0083993,             0.00604,             0.00604,             0.00604
                  42,            0.060468,            0.043782,           0.0073658,             0.82601,             0.65601,             0.71434,             0.45821,            0.059838,             0.05308,           0.0083442,            0.005941,            0.005941,            0.005941
                  43,            0.060547,            0.043758,           0.0073984,             0.81818,             0.65515,             0.71342,             0.45487,            0.060033,            0.053177,           0.0083278,            0.005842,            0.005842,            0.005842
                  44,            0.060471,            0.043849,           0.0073288,             0.82116,             0.66207,             0.71862,             0.45814,            0.059879,            0.053011,           0.0082815,            0.005743,            0.005743,            0.005743
                  45,            0.060444,            0.043632,           0.0073488,             0.82228,             0.66001,             0.71894,             0.45865,            0.059809,            0.052952,           0.0082033,            0.005644,            0.005644,            0.005644
                  46,            0.059964,            0.043196,            0.007303,             0.82185,             0.65554,             0.71598,             0.45941,            0.059746,            0.052973,           0.0082135,            0.005545,            0.005545,            0.005545
                  47,            0.060115,            0.043369,           0.0073614,             0.81452,               0.655,             0.71381,             0.46009,             0.05969,            0.052912,           0.0082391,            0.005446,            0.005446,            0.005446
                  48,            0.059827,            0.042957,           0.0073113,             0.82683,             0.65315,             0.71466,             0.46203,            0.059686,            0.052805,           0.0082068,            0.005347,            0.005347,            0.005347
                  49,             0.06006,            0.043298,           0.0072996,             0.83241,             0.66075,             0.72126,             0.46273,              0.0597,            0.053055,           0.0081886,            0.005248,            0.005248,            0.005248
                  50,            0.059608,            0.042292,           0.0073099,             0.82263,             0.66034,             0.71993,             0.46169,            0.059562,            0.052944,           0.0082207,            0.005149,            0.005149,            0.005149
                  51,            0.059499,            0.042654,           0.0073587,             0.82884,             0.65701,             0.71908,             0.46209,            0.059555,            0.052962,           0.0081325,             0.00505,             0.00505,             0.00505
                  52,            0.059116,            0.042121,           0.0072683,             0.82665,             0.65447,              0.7152,             0.46352,            0.059326,            0.052648,           0.0081863,            0.004951,            0.004951,            0.004951
                  53,            0.059092,            0.042302,           0.0071898,             0.83087,             0.65539,             0.71435,             0.46266,             0.05931,            0.052872,           0.0081849,            0.004852,            0.004852,            0.004852
                  54,            0.059008,            0.042664,           0.0072875,              0.8212,             0.66427,             0.71816,             0.46457,            0.059321,             0.05286,           0.0080885,            0.004753,            0.004753,            0.004753
                  55,            0.058923,            0.042339,           0.0072408,             0.82927,             0.66843,             0.72402,             0.46701,            0.059332,            0.052721,           0.0080341,            0.004654,            0.004654,            0.004654
                  56,            0.059035,             0.04217,           0.0071758,              0.8456,             0.64933,             0.72436,             0.46732,            0.059276,            0.052739,           0.0080629,            0.004555,            0.004555,            0.004555
                  57,             0.05871,            0.042003,           0.0071356,             0.82695,             0.66068,              0.7216,             0.46586,            0.059241,            0.052834,           0.0080783,            0.004456,            0.004456,            0.004456
                  58,            0.058484,            0.041716,           0.0070947,             0.83122,             0.65359,             0.72002,             0.46597,            0.059226,            0.052761,           0.0081187,            0.004357,            0.004357,            0.004357
                  59,             0.05824,            0.041771,           0.0071043,             0.83405,             0.65721,             0.71929,             0.46655,            0.059103,            0.052722,           0.0080882,            0.004258,            0.004258,            0.004258
                  60,            0.058495,            0.041952,           0.0071227,             0.84635,             0.65457,             0.72021,             0.46782,            0.059076,            0.052773,           0.0080765,            0.004159,            0.004159,            0.004159
                  61,            0.058236,            0.041557,           0.0070052,             0.82843,             0.66301,             0.72365,              0.4688,            0.059038,            0.052593,           0.0080388,             0.00406,             0.00406,             0.00406
                  62,            0.058145,            0.041084,           0.0070401,             0.83883,             0.65391,             0.72348,             0.47051,            0.058951,            0.052413,           0.0080213,            0.003961,            0.003961,            0.003961
                  63,            0.057945,            0.041346,            0.007084,             0.83103,             0.66139,             0.72258,             0.47044,            0.058914,            0.052443,            0.008016,            0.003862,            0.003862,            0.003862
                  64,            0.058026,            0.041358,           0.0070029,             0.81867,             0.66549,             0.72063,             0.46881,            0.058874,            0.052535,           0.0080031,            0.003763,            0.003763,            0.003763
                  65,            0.057771,            0.041105,           0.0069355,             0.83158,             0.66209,              0.7223,             0.47115,            0.058878,            0.052592,           0.0080273,            0.003664,            0.003664,            0.003664
                  66,            0.057761,            0.041173,           0.0070119,              0.8254,             0.66345,             0.71962,             0.46989,            0.058829,            0.052524,           0.0080312,            0.003565,            0.003565,            0.003565
                  67,            0.057788,            0.041136,           0.0069685,             0.81048,             0.66507,             0.71854,             0.46874,            0.058808,             0.05252,           0.0080437,            0.003466,            0.003466,            0.003466
                  68,            0.057787,            0.041275,           0.0069176,             0.81208,             0.66683,             0.72022,             0.46982,            0.058765,            0.052564,           0.0080178,            0.003367,            0.003367,            0.003367
                  69,            0.057519,            0.040683,           0.0069597,             0.83833,             0.66246,             0.72246,             0.47301,            0.058704,             0.05241,           0.0080008,            0.003268,            0.003268,            0.003268
                  70,            0.057483,            0.041026,           0.0068955,             0.84462,             0.65486,             0.72025,             0.47219,            0.058703,             0.05245,           0.0079786,            0.003169,            0.003169,            0.003169
                  71,            0.057734,            0.041024,           0.0069903,             0.82627,             0.66338,             0.72021,             0.47075,            0.058688,            0.052511,           0.0079693,             0.00307,             0.00307,             0.00307
                  72,            0.057729,            0.040729,           0.0069619,             0.82199,             0.66361,             0.71981,             0.47117,             0.05867,            0.052553,           0.0079861,            0.002971,            0.002971,            0.002971
                  73,            0.057401,            0.040898,           0.0068676,              0.8294,             0.66158,             0.72136,             0.47327,            0.058654,            0.052571,           0.0079819,            0.002872,            0.002872,            0.002872
                  74,            0.057107,            0.040719,           0.0068977,              0.8243,             0.66685,             0.72293,             0.47387,             0.05863,            0.052502,           0.0079669,            0.002773,            0.002773,            0.002773
                  75,            0.057337,            0.040596,           0.0068801,             0.84272,             0.66244,             0.72376,              0.4746,            0.058605,             0.05239,           0.0079582,            0.002674,            0.002674,            0.002674
                  76,             0.05708,            0.040318,           0.0068814,             0.83447,             0.66623,             0.72417,              0.4743,             0.05856,            0.052382,           0.0079514,            0.002575,            0.002575,            0.002575
                  77,            0.057188,            0.040456,           0.0068105,             0.83765,             0.66105,              0.7234,             0.47369,            0.058532,            0.052425,           0.0079488,            0.002476,            0.002476,            0.002476
                  78,            0.057091,            0.040246,           0.0068188,             0.83394,              0.6619,             0.72339,             0.47485,            0.058502,            0.052435,           0.0079508,            0.002377,            0.002377,            0.002377
                  79,            0.056978,             0.04005,           0.0068126,             0.84095,             0.66155,             0.72567,             0.47555,            0.058494,            0.052483,            0.007964,            0.002278,            0.002278,            0.002278
                  80,            0.057146,            0.040435,           0.0068472,             0.83747,             0.66288,             0.72435,             0.47515,            0.058496,            0.052488,           0.0079546,            0.002179,            0.002179,            0.002179
                  81,            0.057012,            0.039781,           0.0067899,             0.83979,             0.66103,             0.72321,             0.47502,             0.05848,            0.052498,           0.0079561,             0.00208,             0.00208,             0.00208
                  82,            0.056818,            0.039652,           0.0068084,              0.8376,             0.66099,              0.7244,             0.47568,            0.058474,            0.052523,           0.0079605,            0.001981,            0.001981,            0.001981
                  83,            0.056773,            0.040284,           0.0067051,             0.83269,              0.6632,             0.72451,             0.47642,            0.058446,            0.052528,           0.0079677,            0.001882,            0.001882,            0.001882
                  84,            0.056633,            0.040078,           0.0066959,             0.83094,               0.663,             0.72237,              0.4762,            0.058448,            0.052613,           0.0079727,            0.001783,            0.001783,            0.001783
                  85,            0.056838,            0.039984,           0.0067439,             0.83446,             0.65938,             0.72149,             0.47511,            0.058458,            0.052691,           0.0079756,            0.001684,            0.001684,            0.001684
                  86,            0.056316,            0.039746,           0.0066819,             0.83414,              0.6614,             0.72163,             0.47579,            0.058451,              0.0527,            0.007982,            0.001585,            0.001585,            0.001585
                  87,            0.056519,             0.03981,           0.0066527,             0.82888,             0.66082,              0.7219,             0.47594,            0.058434,            0.052713,           0.0079918,            0.001486,            0.001486,            0.001486
                  88,             0.05586,             0.03904,           0.0065854,             0.83197,             0.65869,              0.7217,             0.47553,            0.058431,            0.052732,           0.0079977,            0.001387,            0.001387,            0.001387
                  89,            0.056344,            0.039636,           0.0066937,             0.83232,             0.65878,             0.72194,             0.47551,            0.058418,            0.052754,           0.0079981,            0.001288,            0.001288,            0.001288
                  90,            0.055954,            0.039337,           0.0065912,             0.82507,              0.6588,             0.72024,             0.47538,            0.058417,            0.052787,           0.0080069,            0.001189,            0.001189,            0.001189
                  91,            0.055861,            0.039045,           0.0065422,             0.82505,             0.65845,             0.72037,              0.4756,            0.058412,            0.052806,           0.0080095,             0.00109,             0.00109,             0.00109
                  92,            0.056096,            0.039729,           0.0066064,             0.82178,             0.66035,             0.72062,             0.47603,            0.058407,             0.05283,           0.0080136,            0.000991,            0.000991,            0.000991
                  93,            0.055672,            0.039014,           0.0065018,             0.82179,             0.65813,             0.72067,             0.47572,            0.058406,            0.052858,           0.0080089,            0.000892,            0.000892,            0.000892
                  94,            0.056105,            0.039381,           0.0066573,             0.82357,             0.65806,             0.72069,             0.47543,            0.058401,            0.052876,           0.0080072,            0.000793,            0.000793,            0.000793
                  95,            0.055822,            0.038874,           0.0065942,             0.82068,             0.66098,             0.72146,             0.47565,            0.058392,            0.052884,           0.0080084,            0.000694,            0.000694,            0.000694
                  96,            0.055888,            0.038688,           0.0065862,             0.81976,             0.66163,             0.72215,             0.47633,            0.058391,            0.052885,           0.0080098,            0.000595,            0.000595,            0.000595
                  97,            0.055795,            0.039348,           0.0065013,             0.82047,             0.66028,             0.72185,             0.47669,            0.058385,            0.052912,           0.0080149,            0.000496,            0.000496,            0.000496
                  98,            0.055536,            0.038876,           0.0064966,             0.82198,             0.66015,             0.72218,             0.47684,            0.058375,            0.052898,           0.0080148,            0.000397,            0.000397,            0.000397
                  99,            0.055593,            0.038582,           0.0065499,             0.82393,             0.65916,             0.72276,             0.47745,             0.05837,            0.052908,           0.0080164,            0.000298,            0.000298,            0.000298
