               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  16,            0.063619,            0.045664,           0.0077584,             0.81129,             0.60225,             0.65548,             0.38987,             0.06503,            0.062591,           0.0085942,            0.008515,            0.008515,            0.008515
                  17,            0.063267,            0.045226,           0.0076689,             0.81876,             0.59989,             0.65394,             0.38915,            0.065026,             0.06249,           0.0085954,            0.008416,            0.008416,            0.008416
                  18,            0.062921,            0.045185,           0.0076668,             0.80771,             0.60506,             0.65495,             0.39044,            0.064839,            0.062907,           0.0085185,            0.008317,            0.008317,            0.008317
                  19,            0.062937,            0.045231,           0.0076527,              0.8028,             0.60913,             0.65586,             0.39176,            0.064751,            0.062741,            0.008522,            0.008218,            0.008218,            0.008218
                  20,            0.062505,            0.044932,           0.0075589,               0.807,             0.61044,             0.66007,              0.3947,            0.064589,            0.063012,           0.0084542,            0.008119,            0.008119,            0.008119
                  21,            0.062407,             0.04489,           0.0074909,              0.8086,             0.61259,             0.66269,             0.39628,            0.064475,            0.062892,           0.0084372,             0.00802,             0.00802,             0.00802
                  22,            0.062058,            0.044484,            0.007466,             0.80867,             0.61687,             0.66553,             0.39997,             0.06429,            0.062697,           0.0083929,            0.007921,            0.007921,            0.007921
                  23,            0.062089,            0.044332,           0.0074658,             0.80434,             0.61722,             0.66609,             0.40039,            0.064216,            0.062776,           0.0083607,            0.007822,            0.007822,            0.007822
                  24,            0.061633,            0.044035,            0.007358,             0.82206,             0.61145,             0.66696,             0.40133,            0.064229,            0.062794,           0.0083466,            0.007723,            0.007723,            0.007723
                  25,            0.061618,            0.043967,           0.0073772,             0.81551,             0.61643,             0.66774,             0.40153,            0.064069,            0.062999,           0.0084038,            0.007624,            0.007624,            0.007624
                  26,             0.06162,            0.044225,           0.0073327,             0.82145,             0.61579,             0.66941,             0.40301,            0.064059,            0.063078,           0.0082902,            0.007525,            0.007525,            0.007525
                  27,            0.061303,            0.043532,           0.0072783,             0.82602,             0.62081,              0.6714,             0.40534,            0.063901,            0.063008,           0.0082758,            0.007426,            0.007426,            0.007426
                  28,            0.061264,            0.044012,           0.0072429,             0.81136,             0.61843,             0.66847,             0.40508,            0.063958,            0.063049,           0.0082953,            0.007327,            0.007327,            0.007327
                  29,            0.060956,            0.043431,           0.0072105,             0.81307,             0.62313,             0.67016,             0.40562,            0.063901,            0.063158,           0.0082647,            0.007228,            0.007228,            0.007228
                  30,            0.060834,            0.043466,            0.007206,              0.8173,             0.62527,             0.67301,             0.40695,            0.063856,            0.063094,           0.0082045,            0.007129,            0.007129,            0.007129
                  31,            0.060661,            0.043532,            0.007122,             0.82083,             0.62345,               0.674,             0.40919,            0.063694,            0.062866,           0.0082097,             0.00703,             0.00703,             0.00703
                  32,            0.060726,            0.043309,           0.0071801,             0.82223,             0.62281,             0.67343,             0.40898,             0.06363,            0.062983,           0.0081773,            0.006931,            0.006931,            0.006931
                  33,            0.060558,            0.043021,           0.0071066,             0.82098,             0.62426,             0.67574,             0.41037,            0.063612,            0.063006,           0.0081606,            0.006832,            0.006832,            0.006832
                  34,            0.060401,            0.043003,           0.0071024,             0.82349,             0.62447,             0.67707,             0.41092,            0.063515,            0.062944,           0.0081493,            0.006733,            0.006733,            0.006733
                  35,            0.060121,            0.042528,           0.0069545,             0.83242,             0.61974,             0.67568,             0.41111,            0.063505,            0.063056,           0.0081831,            0.006634,            0.006634,            0.006634
                  36,            0.060181,            0.042767,           0.0070712,                0.83,             0.62119,             0.67698,             0.41126,            0.063473,            0.063056,           0.0081894,            0.006535,            0.006535,            0.006535
                  37,            0.059864,            0.042623,           0.0069916,             0.83717,             0.62005,             0.67757,             0.41262,            0.063458,            0.063133,            0.008177,            0.006436,            0.006436,            0.006436
                  38,            0.060006,            0.042637,           0.0070219,             0.83179,             0.62316,             0.67732,             0.41309,            0.063423,              0.0632,           0.0081591,            0.006337,            0.006337,            0.006337
                  39,            0.059707,            0.042603,           0.0069363,             0.84058,             0.61982,              0.6766,             0.41383,            0.063378,            0.063135,            0.008159,            0.006238,            0.006238,            0.006238
                  40,            0.059264,             0.04204,           0.0068532,             0.83679,             0.62073,             0.67624,             0.41456,            0.063352,            0.063101,           0.0081464,            0.006139,            0.006139,            0.006139
                  41,            0.059731,            0.042218,           0.0069248,             0.83709,             0.62188,             0.67673,             0.41465,            0.063325,            0.063141,           0.0081433,             0.00604,             0.00604,             0.00604
                  42,             0.05945,            0.042164,           0.0068655,             0.83841,             0.62183,             0.67619,             0.41444,            0.063317,            0.063142,           0.0081393,            0.005941,            0.005941,            0.005941
                  43,            0.059397,             0.04216,           0.0068804,             0.83946,             0.62066,             0.67609,             0.41462,            0.063298,            0.063205,           0.0081431,            0.005842,            0.005842,            0.005842
                  44,            0.059248,            0.041965,           0.0068415,             0.83557,             0.62349,             0.67764,             0.41499,             0.06328,            0.063226,           0.0081299,            0.005743,            0.005743,            0.005743
                  45,            0.059162,            0.041791,           0.0068696,             0.83955,             0.62146,             0.67783,             0.41548,            0.063255,             0.06326,           0.0081273,            0.005644,            0.005644,            0.005644
                  46,            0.058845,            0.041677,           0.0067514,             0.83445,             0.62409,             0.67782,             0.41591,            0.063237,             0.06331,           0.0081228,            0.005545,            0.005545,            0.005545
                  47,             0.05899,            0.041661,           0.0068238,             0.83475,             0.62491,             0.67916,             0.41657,            0.063226,            0.063332,           0.0081225,            0.005446,            0.005446,            0.005446
                  48,            0.058791,             0.04151,           0.0067857,             0.83554,             0.62464,             0.67949,             0.41626,             0.06321,            0.063371,           0.0081253,            0.005347,            0.005347,            0.005347
                  49,            0.058531,            0.041053,           0.0067329,             0.83689,             0.62424,             0.68003,             0.41669,            0.063183,            0.063373,           0.0081246,            0.005248,            0.005248,            0.005248
                  50,            0.058632,            0.041145,           0.0067131,             0.83584,             0.62399,             0.68028,             0.41694,            0.063161,            0.063411,            0.008124,            0.005149,            0.005149,            0.005149
                  51,            0.058445,            0.041309,           0.0067281,             0.83436,             0.62421,             0.68075,             0.41719,            0.063141,            0.063445,           0.0081199,             0.00505,             0.00505,             0.00505
                  52,             0.05849,            0.041193,           0.0066709,             0.83484,             0.62482,             0.68104,             0.41721,             0.06313,            0.063465,           0.0081161,            0.004951,            0.004951,            0.004951
                  53,             0.05824,            0.041156,           0.0066965,             0.83682,             0.62453,             0.68109,             0.41731,            0.063121,            0.063489,           0.0081125,            0.004852,            0.004852,            0.004852
                  54,            0.058362,            0.041269,           0.0067262,             0.83632,             0.62393,              0.6814,             0.41787,            0.063109,            0.063507,           0.0081085,            0.004753,            0.004753,            0.004753
                  55,            0.058114,            0.041014,           0.0066561,             0.83817,              0.6227,               0.681,              0.4179,            0.063096,            0.063536,           0.0081095,            0.004654,            0.004654,            0.004654
                  56,            0.058189,            0.041109,           0.0066425,             0.83475,             0.62457,             0.68192,             0.41812,            0.063083,            0.063557,           0.0081069,            0.004555,            0.004555,            0.004555
                  57,            0.057925,            0.040742,            0.006632,             0.83714,             0.62398,             0.68218,             0.41849,            0.063068,            0.063589,            0.008108,            0.004456,            0.004456,            0.004456
                  58,            0.058052,            0.040598,           0.0066427,             0.84266,              0.6216,             0.68258,             0.41859,            0.063057,             0.06361,           0.0081065,            0.004357,            0.004357,            0.004357
                  59,            0.057638,            0.040318,           0.0065642,             0.84632,              0.6198,              0.6821,             0.41859,            0.063051,            0.063643,           0.0081058,            0.004258,            0.004258,            0.004258
                  60,            0.057767,            0.040397,           0.0065872,             0.84589,             0.61971,             0.68204,             0.41869,            0.063043,            0.063658,           0.0081038,            0.004159,            0.004159,            0.004159
                  61,            0.057832,            0.040632,           0.0065737,             0.84579,             0.61937,             0.68198,             0.41883,            0.063035,            0.063685,           0.0081029,             0.00406,             0.00406,             0.00406
                  62,            0.057533,            0.039975,           0.0065254,             0.83732,              0.6242,             0.68222,             0.41921,            0.063026,            0.063694,           0.0081009,            0.003961,            0.003961,            0.003961
                  63,            0.057616,            0.040425,           0.0065177,             0.83703,             0.62402,             0.68253,             0.41954,            0.063021,            0.063706,              0.0081,            0.003862,            0.003862,            0.003862
                  64,            0.057344,             0.03987,           0.0064865,              0.8394,             0.62309,             0.68268,             0.41932,             0.06302,            0.063722,            0.008101,            0.003763,            0.003763,            0.003763
                  65,            0.057294,            0.039942,           0.0065048,             0.84159,             0.62232,             0.68295,             0.41958,            0.063008,            0.063739,           0.0081007,            0.003664,            0.003664,            0.003664
                  66,            0.057185,            0.040023,           0.0064517,             0.84237,             0.62198,             0.68255,             0.41981,            0.063001,            0.063751,           0.0080997,            0.003565,            0.003565,            0.003565
                  67,            0.057211,            0.039704,           0.0065005,             0.84123,             0.62194,             0.68292,             0.41967,            0.062986,            0.063752,           0.0080995,            0.003466,            0.003466,            0.003466
                  68,            0.057193,            0.039572,           0.0064628,             0.84221,             0.62196,             0.68351,             0.41985,            0.062982,            0.063763,           0.0081004,            0.003367,            0.003367,            0.003367
                  69,            0.057015,            0.039448,           0.0064574,             0.84182,             0.62191,             0.68355,             0.41993,            0.062977,             0.06378,           0.0080994,            0.003268,            0.003268,            0.003268
                  70,            0.057052,            0.039582,           0.0064817,             0.84226,             0.62211,             0.68317,              0.4201,            0.062969,            0.063787,           0.0080977,            0.003169,            0.003169,            0.003169
                  71,            0.056847,            0.039389,           0.0064389,             0.84108,             0.62214,             0.68367,              0.4203,             0.06296,            0.063797,           0.0080971,             0.00307,             0.00307,             0.00307
                  72,            0.056794,            0.039376,           0.0063909,             0.84028,             0.62329,             0.68372,             0.42034,            0.062955,            0.063821,           0.0080978,            0.002971,            0.002971,            0.002971
                  73,            0.056648,            0.039168,           0.0063962,             0.83742,             0.62473,             0.68383,             0.42053,            0.062956,            0.063843,           0.0080972,            0.002872,            0.002872,            0.002872
                  74,             0.05649,            0.039215,           0.0064029,             0.83734,             0.62407,             0.68366,             0.42075,             0.06295,             0.06385,           0.0080959,            0.002773,            0.002773,            0.002773
                  75,            0.056483,            0.038899,           0.0063375,             0.83999,             0.62315,             0.68375,             0.42082,            0.062947,             0.06386,           0.0080956,            0.002674,            0.002674,            0.002674
                  76,            0.056468,            0.038727,           0.0063603,             0.83858,             0.62372,             0.68387,             0.42116,            0.062941,            0.063865,           0.0080948,            0.002575,            0.002575,            0.002575
                  77,            0.056261,            0.038744,           0.0063196,             0.84027,             0.62291,             0.68396,             0.42116,            0.062935,            0.063877,           0.0080933,            0.002476,            0.002476,            0.002476
                  78,             0.05614,             0.03861,           0.0062973,              0.8408,             0.62305,             0.68404,             0.42121,            0.062932,            0.063892,           0.0080921,            0.002377,            0.002377,            0.002377
                  79,            0.056041,            0.038636,           0.0063043,             0.83959,              0.6232,             0.68409,             0.42136,            0.062924,            0.063904,           0.0080926,            0.002278,            0.002278,            0.002278
                  80,             0.05608,            0.038829,           0.0062575,             0.83976,             0.62313,             0.68432,             0.42154,            0.062918,            0.063915,           0.0080928,            0.002179,            0.002179,            0.002179
                  81,            0.055901,            0.038391,           0.0062709,             0.84081,             0.62311,             0.68452,             0.42168,            0.062908,            0.063929,           0.0080932,             0.00208,             0.00208,             0.00208
                  82,            0.055849,             0.03833,           0.0062352,             0.83942,             0.62309,             0.68365,              0.4215,            0.062902,            0.063942,            0.008092,            0.001981,            0.001981,            0.001981
                  83,            0.055862,            0.038235,           0.0062542,             0.83912,             0.62459,             0.68473,             0.42197,            0.062895,            0.063957,           0.0080909,            0.001882,            0.001882,            0.001882
                  84,            0.055661,             0.03834,           0.0062347,             0.83916,              0.6237,             0.68452,             0.42222,            0.062889,            0.063972,           0.0080914,            0.001783,            0.001783,            0.001783
                  85,            0.055681,            0.037787,           0.0062205,             0.83943,             0.62346,             0.68439,             0.42223,            0.062885,             0.06399,           0.0080922,            0.001684,            0.001684,            0.001684
                  86,            0.055395,            0.037585,           0.0062025,             0.84051,             0.62272,             0.68426,             0.42233,            0.062881,            0.064006,            0.008093,            0.001585,            0.001585,            0.001585
                  87,             0.05527,            0.037449,           0.0061489,             0.84245,             0.62221,             0.68455,             0.42248,            0.062877,            0.064017,           0.0080933,            0.001486,            0.001486,            0.001486
                  88,            0.055346,            0.037461,           0.0061638,             0.84289,             0.62233,             0.68453,             0.42261,             0.06287,            0.064032,            0.008094,            0.001387,            0.001387,            0.001387
                  89,            0.055407,            0.037455,           0.0061646,             0.84513,             0.62145,             0.68483,             0.42294,            0.062864,            0.064038,           0.0080948,            0.001288,            0.001288,            0.001288
                  90,            0.055271,            0.037393,           0.0061382,             0.84484,             0.62125,             0.68492,             0.42286,            0.062859,            0.064066,           0.0080972,            0.001189,            0.001189,            0.001189
                  91,            0.055067,            0.037195,           0.0061052,             0.84559,             0.62094,             0.68488,             0.42294,            0.062858,            0.064093,           0.0080992,             0.00109,             0.00109,             0.00109
                  92,            0.054932,            0.037126,            0.006103,             0.84419,             0.62139,             0.68505,             0.42321,            0.062856,            0.064116,            0.008101,            0.000991,            0.000991,            0.000991
                  93,            0.055023,            0.036817,           0.0061335,             0.84354,             0.62149,              0.6853,             0.42347,            0.062853,            0.064133,            0.008103,            0.000892,            0.000892,            0.000892
                  94,             0.05475,            0.036871,           0.0060664,             0.83957,             0.62416,             0.68539,             0.42361,            0.062852,             0.06417,           0.0081047,            0.000793,            0.000793,            0.000793
                  95,            0.054523,            0.036355,           0.0060382,             0.83957,             0.62472,             0.68542,             0.42366,            0.062852,            0.064197,           0.0081072,            0.000694,            0.000694,            0.000694
                  96,            0.054555,            0.036633,           0.0060839,             0.84083,             0.62349,             0.68566,             0.42382,             0.06285,            0.064234,           0.0081094,            0.000595,            0.000595,            0.000595
                  97,            0.054422,            0.036398,           0.0060055,             0.83931,             0.62433,             0.68586,             0.42421,            0.062849,            0.064268,           0.0081134,            0.000496,            0.000496,            0.000496
                  98,            0.054646,             0.03653,            0.006096,             0.83867,             0.62413,             0.68589,             0.42427,            0.062856,            0.064322,           0.0081163,            0.000397,            0.000397,            0.000397
                  99,            0.054524,            0.036343,           0.0060516,             0.83931,             0.62257,             0.68587,             0.42451,            0.062854,            0.064355,           0.0081198,            0.000298,            0.000298,            0.000298
