               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,            0.054584,            0.037249,           0.0062618,              0.8732,             0.65852,             0.73706,             0.48988,             0.05786,            0.053912,           0.0080178,            0.001684,            0.001684,            0.001684
                  86,            0.054088,             0.03708,            0.006203,             0.87159,             0.65905,             0.73715,             0.49073,            0.057864,            0.053983,           0.0080209,            0.001585,            0.001585,            0.001585
                  87,            0.054284,            0.037049,           0.0061799,             0.87274,             0.65926,             0.73709,             0.49107,            0.057869,             0.05399,           0.0080275,            0.001486,            0.001486,            0.001486
                  88,            0.053618,            0.036322,           0.0061101,             0.87252,             0.65961,             0.73794,             0.49166,            0.057848,            0.053954,           0.0080403,            0.001387,            0.001387,            0.001387
                  89,            0.054126,            0.036884,           0.0062163,             0.87425,             0.65917,             0.73835,             0.49139,            0.057841,            0.053941,           0.0080473,            0.001288,            0.001288,            0.001288
                  90,            0.053743,             0.03659,            0.006131,              0.8775,             0.65858,              0.7389,             0.49181,            0.057835,            0.053959,           0.0080567,            0.001189,            0.001189,            0.001189
                  91,            0.053692,            0.036316,           0.0060884,             0.87486,             0.65988,             0.73875,             0.49223,            0.057834,            0.053975,           0.0080603,             0.00109,             0.00109,             0.00109
                  92,              0.0539,            0.036933,           0.0061694,             0.87478,              0.6613,             0.73926,             0.49245,            0.057833,             0.05398,           0.0080656,            0.000991,            0.000991,            0.000991
                  93,            0.053481,            0.036289,            0.006053,             0.87484,             0.66135,             0.73964,             0.49236,            0.057835,             0.05401,           0.0080654,            0.000892,            0.000892,            0.000892
                  94,            0.053919,            0.036658,           0.0062078,             0.87156,             0.66182,             0.73984,             0.49207,            0.057844,            0.054049,           0.0080637,            0.000793,            0.000793,            0.000793
                  95,            0.053634,             0.03612,           0.0061472,             0.87842,             0.65979,             0.74021,             0.49283,            0.057847,             0.05408,           0.0080666,            0.000694,            0.000694,            0.000694
                  96,            0.053719,            0.035995,           0.0061454,             0.87549,             0.66003,             0.74026,              0.4933,            0.057855,            0.054111,           0.0080741,            0.000595,            0.000595,            0.000595
                  97,            0.053614,            0.036592,           0.0060768,             0.87466,             0.66033,             0.74089,             0.49341,             0.05786,             0.05415,           0.0080892,            0.000496,            0.000496,            0.000496
                  98,            0.053367,            0.036113,           0.0060743,             0.87374,             0.65992,             0.74111,             0.49339,            0.057861,            0.054164,           0.0080944,            0.000397,            0.000397,            0.000397
                  99,            0.053413,            0.035827,           0.0061127,             0.87203,             0.66011,             0.74068,             0.49367,             0.05786,            0.054173,           0.0080983,            0.000298,            0.000298,            0.000298
